,Rating,Title,Review,Review_Date
3473,5.0,Unique feel when gaming,I like this phone.I used to play games in this phone17 matches non stopThank you OnePlus team,15 August 2022
3474,5.0,Love it,😃👍 batter is not that bad as PPL are complaining. Yes camara is above average. I like my new phone does not lag at all,9 August 2022
3475,4.0,great at this price range,great at this price range,4 June 2022
3476,5.0,Excellent,Budget best phone fast charging and battery life 2 days average user,26 August 2022
3477,5.0,Midrange beast,"I took this mobile for friend and he is fully satisfied with this beast, it was his first OnePlus mobile and now he is OnePlus fan",4 August 2022
3478,5.0,Camera and battery,Nice,12 September 2022
3479,5.0,Nice phone in that budget,,7 September 2022
3480,4.0,good budget phone,"Decent battery, good lcd display, power snap drango chip, overall good day use mobile phone.",Reviewed in India 🇮🇳 on 19 May 2022
3481,5.0,Best price for best brand,So beautiful,Reviewed in India 🇮🇳 on 7 September 2022
3482,5.0,100% better than 5G CE (older version of this phone),The problems fixed in this version (compared to older version 5G CE)- fingerprint sensitivity has been improved- face unlock without auto brightening- fast scrolling- camera improved,Reviewed in India 🇮🇳 on 29 July 2022
3483,2.0,It's not good as compared to Samsung same range mobile,"May be expected camera better than Samsung M30s my old phone but unhappy with One plus, only charging found very very fast,",Reviewed in India 🇮🇳 on 5 November 2022
3484,5.0,Super,Super,Reviewed in India 🇮🇳 on 8 September 2022
3485,3.0,Why there is four cut mark on the edge of phone?,There are four cut mark on four edges of the phone...I don't understand why this is for..it seems like phone was broken and repaired... I'm still in state of delema where it is new or old phone... I want to is this phone working well or not. The charger nib is too hard to eject. For better review I should use this phone for 10 days,Reviewed in India 🇮🇳 on 13 June 2022
3486,4.0,"Exllent,but price too high","Exllent,but price too high",Reviewed in India 🇮🇳 on 4 June 2022
3487,5.0,Very good mobile in this price,very good quality,Reviewed in India 🇮🇳 on 10 September 2022
3488,4.0,Best 👍,,Reviewed in India 🇮🇳 on 4 June 2022
3489,5.0,Awesome,Excellent no more,Reviewed in India 🇮🇳 on 6 September 2022
3490,4.0,Camera,Camera use no OnePlus feel,3 June 2022
3491,5.0,Achha mobile hai,Thanks rate best hai,6 September 2022
3492,5.0,Even in 20% battery phone performance is good,Even in 20% battery phone performance is good,29 August 2022
3493,5.0,Love it,Great phone,6 September 2022
3494,3.0,Camera qualify is not sufficient as they say,Running smoothly,9 August 2022
3495,3.0,Good,"The media could not be loaded.
                



 Good",11 August 2022
3496,5.0,Amazing,Nice phone,6 September 2022
3497,5.0,Expected better Camera,phone is overall good but expected better Camera,1 September 2022
3498,5.0,Thank you,Nice,7 September 2022
3499,4.0,More than expected,Display more than expected  ...battery life and charging working well but over priced,12 May 2022
3500,3.0,It's a better smartphone but not very good.,"The media could not be loaded.
                



 Fingerprint reader is quick,Battery 🔋 life is good 👍,Camera quality not so good but a decent camera quality provide,Phone come with Media tec processor not snapdragon processor,Display is good 👍 and 90Hz vs AMOLED make smoothly but in this price segment other brands give 120Hz vs AMOLED and Samsungprovides (SAMOLED) display,Phone look good 👍,5g phone but in india 5g network provide only 8 band,Phone is lite weight and thin.No any IP ratting,Phone Charging speed is fast with 65W Oneplus charger,Reverse charge technology is also good in this Phone,All over good smartphone but in this segment much more good quality product you can take.",3 May 2022
3501,5.0,Nice phone on 25K budget,Camera quality is excellent. i loved it,30 August 2022
3502,5.0,One Plus keep going up.,I seen some negative comments in reviews.but I didn't knoew how people think in this way.i found nothing crap in OnePlus Nord ce model.just one word awesum.logon mudda chahiye kujh Naa kujh.bas,31 July 2022
3503,4.0,"Camera quality could have been better,","heats up slightly, played pubj on it for 1 hr, Dilivery partners  resulted  in delay of product still would say better mobile in the  range of 8gb.",19 April 2022
3504,5.0,This phone is a very nice pick in this budget if you are not gaming heavily.,"Camera is really good, Charging is super fast and processing of phone is real quick.",23 August 2022
3505,4.0,A balanced phone with required features,Camera quality is decent but not wowScreen color resolution is decent but not greatI think its a very balanced phone under 25k and dont compare it with the onplus upper segment series,14 April 2022
3506,5.0,Great device,"I would like to suggest to those who are looking a device in this range i used this device last 3 months and I have a great experience to use this device Great processor fast and accurate ,camera , speed  but one thing which i preety ok with that is battery in 14-15 hrs of battery is drill down completely",23 June 2022
3507,5.0,Great product,Perfect smartphoneSatisfied with the purchase,31 August 2022
3508,5.0,Camara,Nice but charging slow.,5 September 2022
3509,5.0,Best Choice,This is my second OnePlus phone after Nord 5G. Superb performance.,25 August 2022
3510,4.0,"Awesome mobile, camera clarity superb, battery life and charging time are excellent",I like so much this phone; all the specifications are working effectively,Reviewed in India 🇮🇳 on 24 May 2022
3511,4.0,Good light weight mobile,ExceptCall recording - - it informs to receiverBuild quality - back side very weekAll other optionsBattery charging very fastFront and back camera goodMemory card slotSound quality is averageDisplay superBack design is goodGorllaglass 5Overall rating  4*Editing after March 15th not found any heating issue,Reviewed in India 🇮🇳 on 4 March 2022
3512,4.0,Super,Value of money,Reviewed in India 🇮🇳 on 4 June 2022
3513,4.0,Very Good Phone.... A good deal,Good,Reviewed in India 🇮🇳 on 8 June 2022
3514,5.0,frnt camera dall,nice mobile,Reviewed in India 🇮🇳 on 6 September 2022
3515,2.0,Some better quality,Not good not bad,Reviewed in India 🇮🇳 on 19 November 2022
3516,5.0,OnePlus 😍🤩,"OnePlus nord CE 2 Lite is really worth on its price. It's very user friendly and I liked it's camera, processor speed, so on..I really loved it.",Reviewed in India 🇮🇳 on 10 August 2022
3517,5.0,Super Model and Mobile,I like this Mobile phone,Reviewed in India 🇮🇳 on 4 September 2022
3518,4.0,OnePlus comes in Budget and works great,"Pros: Camera, Fingerprint reader, BatteryCons: Sound quality",Reviewed in India 🇮🇳 on 27 May 2022
3519,4.0,Best budjet phone,Good battery life and phone charge in 40 mins from 30-100,Reviewed in India 🇮🇳 on 20 May 2022
3520,5.0,Everything isngood,Nice,Reviewed in India 🇮🇳 on 7 September 2022
3521,4.0,"5 star for everything except camera, which is average",Battery goodPerformance is goodFeel premiumDesign awasomeCamera average,Reviewed in India 🇮🇳 on 22 May 2022
3522,4.0,Awesome,Very nice,Reviewed in India 🇮🇳 on 6 June 2022
3523,5.0,Good,Good,Reviewed in India 🇮🇳 on 8 September 2022
3524,5.0,Nice product 👍,I like it,Reviewed in India 🇮🇳 on 5 September 2022
3525,5.0,camera,nice product thanku amazon,Reviewed in India 🇮🇳 on 4 September 2022
3526,4.0,Not as i expected,Not as i expected,Reviewed in India 🇮🇳 on 3 June 2022
3527,5.0,Quality,Best feature phone i like this,Reviewed in India 🇮🇳 on 3 September 2022
3528,5.0,Excellent,Very good mobile,Reviewed in India 🇮🇳 on 8 September 2022
3529,5.0,Awesome mobile,Cameras is superb!!!!,Reviewed in India 🇮🇳 on 5 September 2022
3530,5.0,Very light  weight.,"A decent phone it is. Camera is good, looks are good, OS is close to stock. Display is good but if you compare  it side by side  with samsung then you will clearly see the difference.  But overall  I am very satisfied with my purchase.",9 July 2022
3531,4.0,Oneplus mobile is the best,Fingerprint very fast camera 4star 5,29 May 2022
3532,5.0,Great featurs,Superb Model,7 September 2022
3533,4.0,Works awesome.....but heating issue with phone and charger while charging,Just heating issue with phone and charger while charging...rest all is well,22 May 2022
3534,5.0,Mobile Is Good,"This mobile is very good and battery is also very good, speaker is good,",23 August 2022
3535,5.0,Iccilete,ParfectProduct,6 September 2022
3536,4.0,Battery drains fast,Battery drains fast,4 June 2022
3537,5.0,Fantastic phone,"Very fast, all sensors response are very nice, like screen refresh and all, good camera quality, battery life also enough for a day with continuous used.",2 August 2022
3538,5.0,I just like this device and so beautiful model and osm this pic,Same information is likely this device thankyou,28 August 2022
3539,5.0,Guys b,Good buy,6 September 2022
3540,4.0,Very good mobile for this price i am very happy with this mobile,Excellent camera with good looks.previously i used Samsung (25000rs).Now I am very happy with this mobile.only draw back is battery life.it should be 5000mah instead of 4500mah.full chargung with 60w charger will take 45 minutes from 0 to 100,28 March 2022
3541,5.0,Super quality,Super qualityCamera is awesome,6 September 2022
3542,3.0,One sim card,Like,10 August 2022
3543,4.0,Beck glas is silk but scratchs In many days,Phon is good quality,2 June 2022
3544,5.0,Perfect,Perfect,14 September 2022
3545,4.0,Good good mobile in this budget,Very good mobile in this budget but fingerprint is slow. Camera quality is good.some heating problem,7 May 2022
3546,5.0,Just wow,Just like,6 September 2022
3547,5.0,Amazing product,Totally worth it product amazing phone,30 August 2022
3548,4.0,All Well except battery life,"Everything is superb except the battery. Camera, sound, processing speed etc are fantastic.",11 May 2022
3549,5.0,Worthy buy,One of the best phones in this price range.,29 August 2022
3550,5.0,Very good,🥰,Reviewed in India 🇮🇳 on 7 September 2022
3551,5.0,Best mobile phone in this price,"Hi everyone, please buy one plus phone. This phone available in Amazon with exchange offers at cheapest price. Camera quality is supeb and all features are good and superior quality.",Reviewed in India 🇮🇳 on 30 July 2022
3552,5.0,An awesome,Excellent for simple usage,Reviewed in India 🇮🇳 on 4 September 2022
3553,4.0,Heating problem,,Reviewed in India 🇮🇳 on 4 June 2022
3554,5.0,Best product in cheap price.,,Reviewed in India 🇮🇳 on 6 September 2022
3555,4.0,I want camera but this is worst🙃,Camera is not good according to me. I buy this but camera quality of my mobile is worst,Reviewed in India 🇮🇳 on 9 May 2022
3556,5.0,best budget phone under rs 25k,best phone in this price range ❤️,Reviewed in India 🇮🇳 on 29 August 2022
3557,5.0,Good,Smooth,Reviewed in India 🇮🇳 on 7 September 2022
3558,5.0,Brief Review of Nord CE2 5G after 1 month,Phone's performance is satisfactory after 1 month. It's battery life is amazing. The charger is quite a power house to charge the phone around 50+% in 15 minutes. Camera is good but not so great in little dim light.,Reviewed in India 🇮🇳 on 18 July 2022
3559,5.0,Nice,Nice,Reviewed in India 🇮🇳 on 6 September 2022
3560,4.0,Good phone at this price range,It’s a good phone in this price range.I am personally not surprised by the UI as I was using POCO X3 earlier…Display could’ve been better.AMOLED from samsung is much superior.Dolby Sound is missing.,1 April 2022
3561,4.0,"Heating issue, finger print not working...go with another model instead of this...","Purchased in Apr month... Heating issue, finger print not working...go with another model instead of this...",11 May 2022
3562,5.0,Very best product,This product is very  best  because mobile working best performance,24 August 2022
3563,4.0,Battery life is not good and in this budget get brand name it good,"Battery, Camera Quality",31 May 2022
3564,4.0,Segment best,Best in range,2 June 2022
3565,3.0,Bettery back-up nice,Finger sanser & battery 🔋 nice,4 August 2022
3566,5.0,Good phone,The phone is simply awosem!! If you want a smooth and fast phone under this budget then go for it!!,13 August 2022
3567,5.0,Ok 👍,Thik thak hai,5 September 2022
3568,5.0,Awesome,"Awesome just go for it for 5g, feature packed phone, next gen mobile",20 August 2022
3569,4.0,Balanced phone,It is a balanced phone overall but in this price range there are better options than this it is a handy balanced phone with oneplus branding that makes it special. I suggest to buy it in sale or offer.Comparing to options this is not best in the segment.,11 March 2022
3570,3.0,Mobile is good Don't buy this mobile for Amazon,"Heating issue is very high Fingerprint scanner to much delay , battery life  good but not up to the mark camera quality just average  I requested Amazon  for replacement  there is no response even I call to customer care but there no response they said they replacement but no response till now",22 June 2022
3571,5.0,Good phone,"Design & in-hand fells are looks premium & glosssy back fells glass but it's shiny plastic body! lite Weight phoneDISPLAY is Ok ok type not feels amoled & it's really smooth 90hz If u watching in full screen Cricket aur any videos side banners are Cuts 👎 really hate thisBATTERY will be easily 1 days Battery backup in full charge & fast charging is best 0-100 in 37min that's greatCAMERA is good no complanesPERFORMANCE is Good u full enjoy any type of games & no lagMISSING some extra features OP alert slider , glass Back , sterio speakers, 120hz refresh rate",11 April 2022
3572,4.0,My First Sasta Phone 😊,"It seems good for now, let us explore all features and experience in few days.",4 May 2022
3573,4.0,Screen is not good,Photo not good quality for this product,29 May 2022
3574,5.0,Nice product,Nice product  good,3 September 2022
3575,4.0,Real review,Good but not best,30 May 2022
3576,5.0,"Good charging, software experience.","Features phone, camera good quality.",4 September 2022
3577,4.0,best phone for software experience and camera,camera quality is very poor . but if you need good software experience below 25K go for it. also phone is very compact and premium looking,21 April 2022
3578,4.0,Good,Good,2 June 2022
3579,4.0,Camera average,,4 June 2022
3580,4.0,Good to purchase,Good,Reviewed in India 🇮🇳 on 7 June 2022
3581,4.0,Superbbbb,Small Budget But Good Mobile,Reviewed in India 🇮🇳 on 31 May 2022
3582,2.0,Worst Oneplus,"I hate its fingerprint sensor, I have to touch god knows how many time for it to unlock it. Its front camera is so cheap, I previously thought its sony camera so must be nice but to my surprise oppo vivo cameras are better in lower range. When i try to smoothen the face or sharpen it, it automatically applies lipstick on me, for gods sake I don’t want it and there is no option to remove it as well. 🤬 Lastly, the battery is not anything extraordinary. Its ok. And I almost forgot, having 8gb ram also it keeps on lagging and crashing. This phone is a waste of money.",Reviewed in India 🇮🇳 on 15 September 2022
3583,5.0,Nice phone and better cost.,Nice phone fingerprint working very fast and good battery life almost battery 3day,Reviewed in India 🇮🇳 on 23 August 2022
3584,4.0,Don't waste your money,"2 days review , only issue is camera the camera quality like 5mp first and back both not satisfied  , this budget go on another mobiles don't buy ..",Reviewed in India 🇮🇳 on 15 April 2022
3585,5.0,Battery is working good and camera quality is good,,Reviewed in India 🇮🇳 on 5 September 2022
3586,4.0,Good one in budget of 25000,But the Nord 2 ce lite with same features is 3000 rs less in price. I don't know why.,Reviewed in India 🇮🇳 on 7 May 2022
3587,4.0,No more fast charging,"Phone is overall good, but it has stopped fast charging after one month usage.. earlier it used to take 15-20 min for full charge.. but now it takes more than 40 min for a full charge..",Reviewed in India 🇮🇳 on 1 April 2022
3588,5.0,Good,Good,Reviewed in India 🇮🇳 on 6 September 2022
3589,4.0,Good,Osm,Reviewed in India 🇮🇳 on 4 June 2022
3590,5.0,It's amazing one plus phone in this range..,Display is amazing and a body,29 August 2022
3591,5.0,Awesome Phone,Awesome Phone.. Love It....,3 September 2022
3592,5.0,gazab,awsom,5 September 2022
3593,5.0,It's true best excellent,It's 100-/- true and like phone Superb excellent quality never get oppo vivo samsung it's true so pls note it's true 100-/- because of rooted phone main think is that so all do what you want virus also not disturb so it's true and 100-/- satisfy,14 July 2022
3594,4.0,Good,Good,2 June 2022
3595,4.0,Overall good performance at this cost value for money,I feel the quality of the phone is very good and my expectations are met. I am not a gamer but my requirements of having good fast performing phone for my day today needs. Decent camera and specs they have tried to match the performance. Overall happy.,13 March 2022
3596,4.0,Normal,Not expected battery life,1 June 2022
3597,4.0,Good phone in 20k range,,1 June 2022
3598,4.0,Very nice beautiful,The media could not be loaded.,4 June 2022
3599,5.0,One+ now below 20k,Very nice product for this price range.,30 August 2022
3600,5.0,Gud,Gud,5 September 2022
3601,5.0,Awesome,Awes,6 September 2022
3602,4.0,no,no,4 June 2022
3603,3.0,Camera quality is poor.,Camera quality poor.,3 August 2022
3604,5.0,Great phone in this budget,"The media could not be loaded.
                



 Camera quality is 1st class on this rate.Battery also good.Finger print is fast.",5 September 2022
3605,5.0,One plus nord ce,The product is very nice,30 August 2022
3606,5.0,Nice product,Nice product,5 September 2022
3607,5.0,Good phone,,4 September 2022
3608,3.0,Good product,Good product,4 August 2022
3609,4.0,Good camera,"Price is a bit on higher side when comparing with other brands, but overall a good phone.",10 May 2022
3610,5.0,Great,Nice,Reviewed in India 🇮🇳 on 5 September 2022
3611,5.0,Phne awsome i am lovely it,Camera quality very good...,Reviewed in India 🇮🇳 on 3 September 2022
3612,4.0,Na,Na,Reviewed in India 🇮🇳 on 6 June 2022
3613,5.0,Nice,Faster fingerCamera goodFast charging and 9 hower using,Reviewed in India 🇮🇳 on 24 August 2022
3614,5.0,Worthy,Best camera,Reviewed in India 🇮🇳 on 5 September 2022
3615,3.0,Not seems as one Plus,I don't feel this as OnePlus phone..,Reviewed in India 🇮🇳 on 1 August 2022
3616,5.0,Happy 😊,The media could not be loaded.,Reviewed in India 🇮🇳 on 20 September 2022
3617,5.0,10/10,Excellent phone in this budget..,Reviewed in India 🇮🇳 on 31 August 2022
3618,5.0,Good choice,Good phonr,Reviewed in India 🇮🇳 on 4 September 2022
3619,3.0,Not worthy at such a high price,"The Phone is definatly good, but price is a bit high. no doubt its oneplus, and oneplus give a robust hardware which can run upto 3-4 years without any problem.My Criteria -5G - no need till 2023, let 5G network launch first.Charging/battery - 65w charger, best in segment.Proccessor - Mediatek, better if it was Snapdragon. (I compromise)Screen - Amoled.Camera - Not good (feels like I got scam)Features -Camera - camera is not good, it produce whitish pictures, Oneplus please update the software.Battery - Good, with fast chargingDesign - Its very handy phone with standard size.Processor - Its mediatek , better if it was snapdragonOverall - Camera is not good, may be in next software update camera will be fine.you can find better options in market. refer to the criteria above and make your decision.",Reviewed in India 🇮🇳 on 7 March 2022
3620,5.0,Good,,Reviewed in India 🇮🇳 on 7 September 2022
3621,4.0,Lost my phone 📱 dt. 21.05.22,Lost my phone 📱 dt. 21.05.22,Reviewed in India 🇮🇳 on 28 May 2022
3622,4.0,One plus,Nice phone I lovebit,Reviewed in India 🇮🇳 on 3 June 2022
3623,5.0,Nice phone.,Beautiful camera quality.. night mode is good too.,Reviewed in India 🇮🇳 on 26 August 2022
3624,5.0,OnePlus Nord CE 2 Lite 5G overall good,Nord CE 2 Lite 5G is the best for low budget phone.  Battery backup and camera quantity is good.,Reviewed in India 🇮🇳 on 14 August 2022
3625,5.0,Awesome,I’ve a good experience till now. This phone is best in this range.,Reviewed in India 🇮🇳 on 19 August 2022
3626,4.0,OnePlus family,"It's just a phone,That's all.Nothing more nothing less.I think nord series is an adopted child by OnePlus. It has no traditional features of OnePlus family",Reviewed in India 🇮🇳 on 12 April 2022
3627,5.0,Colour is osm,I like this camera battery backup,Reviewed in India 🇮🇳 on 30 August 2022
3628,5.0,Superb 🥰,Very Nice phone,Reviewed in India 🇮🇳 on 2 September 2022
3629,5.0,Great Cell,"Each and everything about this phone is surprising what was truly more than expected was the charging I literall placed on charge at 9:00 @ 18% battery and after my breakfast @ 9:17 it was 81%, I was shocked and that lasted an ample amount of time in office, have left taking charger to office. Also the night charging is great the phone automatically optimises how fast to charge the mobile so that it reaches 100% at 6 in the morning.Happy till now with the purchase.Though there is a downside I hated the google phone and contact app I am badly missing the stock OnePlus apps, this is OnePlus not some android phone please don't use third party apps just be yourself you are gr8.",Reviewed in India 🇮🇳 on 26 February 2022
3630,4.0,Good phone,Product is not so bad and not so good just ok okIt need some upgrage like camera and etcProcesser is also very slow as per the other brand in this price range,3 April 2022
3631,5.0,In this price OnePlus phone 📱 is a dream few years ago,,5 September 2022
3632,5.0,Good phone,"Good phone with decent battery life and camera. Used it for months now and haven't faced any issues so far. No lags, no heating problems. Would recommend for sure",27 July 2022
3633,5.0,Fast and impressive,"The phone boasts of a sleek and lightweight design, making it easy to grip the phone despite its length. The fingerprint reader is very quick and responsive. The camera fairs really well in brightly lit conditions. However, the camera does take a couple of seconds to process pictures taken in dim-lit conditions. The processor is extremely quick and doesn't lag while undergoing routine usage. Not much bloatware comes packaged with the phone. So that helps save on the memory consumption and efficiency aspects. Truly a very compact phone in the budget One Plus segment.",17 May 2022
3634,5.0,Awesome product,Camera quality is really good and best part is touch,24 August 2022
3635,4.0,It is okay for this price.. but in market other options are available..,It is good,29 May 2022
3636,4.0,Nice phone,Best camera,30 May 2022
3637,5.0,One plus its a brand,Awesome,5 September 2022
3638,4.0,Overall average,Battery and front camera is below average,28 May 2022
3639,5.0,Best phone under 25000 best camera best battery backup and best charging,Do it is good,2 September 2022
3640,4.0,"awesome phone camra is good, look v good, original charger all item good according to price","awesome phone camra is good, look v good, original charger all item good according to price",Reviewed in India 🇮🇳 on 5 May 2022
3641,4.0,After using 4 days I am writing this review,"The media could not be loaded.
                



 After using 4 days I am writing this review, it's really good with less price. it requires 35 min to full charge. Camera quality is good.",Reviewed in India 🇮🇳 on 6 May 2022
3642,5.0,Over all Pretty under price,"Camera is average but not as one plus, battery can run more than 1 day with internet uses, here a side finger print on power button that is okay it's good working, facelock is also good because front camera is almost good, one issue that is either you can use one sim card or one memory card either only 2 sim card, means no dual sim with memory, but over all under 20000 ab kya chahiye yaar it's a good phone",Reviewed in India 🇮🇳 on 2 June 2022
3643,5.0,Nice one,Good oneWorthy for money,Reviewed in India 🇮🇳 on 3 September 2022
3644,4.0,Value for money,"In this price this phone is good choice. The camera needed little more upgrade but in this price it's good. Everything is smooth and slick. The photos and battery life is good. Nice fast charging, full charge in 20 min to 30 min.",Reviewed in India 🇮🇳 on 22 March 2022
3645,5.0,build quality is good,good camera,Reviewed in India 🇮🇳 on 5 September 2022
3646,5.0,Very good,I like this phone,Reviewed in India 🇮🇳 on 1 September 2022
3647,5.0,Nice mobile,"Nice phone  , two day battery life",Reviewed in India 🇮🇳 on 26 August 2022
3648,5.0,Satisfied mobile,Good for normal use,Reviewed in India 🇮🇳 on 31 August 2022
3649,5.0,Almost happy 😊,Buying this 📱.I am 😊,Reviewed in India 🇮🇳 on 29 August 2022
3650,4.0,Good one,Display is okBattery is goodTouch sensor is goodOverall good pocket friendly mobile,8 May 2022
3651,3.0,Good mobile and good at that price..,Good mobile with good sound quality and camera 📷 .Back side finishing  looks good and precious.,25 July 2022
3652,4.0,Awesome 👍,Awesome 👍😎,29 May 2022
3653,5.0,Process,"Fast process, amoled display gives comfort to eyes, camera is also good",25 August 2022
3654,5.0,A ordinary smartphone. nothing extraordinary,,3 September 2022
3655,3.0,"The product was ordered 15 July  and now top side of the  display is not working, so a wow product.","The product was ordered 15 July  and now top side of the  display is not working, so a wow product.",22 July 2022
3656,3.0,Sunil kaushik,Battery jyada der tak nhi chalta or camera quality kharab hai,28 July 2022
3657,3.0,Ok phone not as expected,Battery charger very fast. Amd drained as well,29 July 2022
3658,5.0,Berlin,It 4th,3 September 2022
3659,2.0,Adapter kharab ho gya mera replacement k liye chakkar kaat rha main service cen,Accessories iska adaptor kharab ho gya after 3 month service centre response ni de rhe,6 November 2022
3660,5.0,Amazing phone,Performance is too good and battery life is perfect,27 August 2022
3661,5.0,Best,Amazing,4 September 2022
3662,2.0,Mobile does not have any replace or return policy.,"We have initiated return process with in 2 days, but no one come to replace or return the item .also not solve our issue. Mobile is not worth for 24999. Customer care is also not responding.Worst experience with amzon and OnePlus.",9 October 2022
3663,5.0,Very fast service,Good,3 September 2022
3664,5.0,Good phone,Excellent phone,4 September 2022
3665,5.0,Good phone value for money,,3 September 2022
3666,4.0,Little bit overprice otherwise great phone,"Nice looking phone, with great display,but camera is not OnePlus brand quality, overall good smart phone, I think it's little overprice of you get it under 20000 than its a killer deal",3 April 2022
3667,4.0,happy,happy,2 June 2022
3668,4.0,Display not as good as Samsung amoled.,"Phone is smooth. OS is fine. Display is bad, even it is Amoled. Nothing compared to any good Samsung phone. I was a user of Samsung A30 and wish I could switch back to it.",30 March 2022
3669,4.0,"IN THIS MOBILE THERE IS NO CLOCK STYLE CHANGE OPTION,  OTHERWISE ALL GOOD ONE","The media could not be loaded.
                



 I like mobile camera is good,battery charging time take 0 to 100%, around 1 hours:10min,battery back up 7-8 hours only",7 May 2022
3670,5.0,Nice value of money,Nice product and tru caller not support early.taking time. May be tru caller app issue.,Reviewed in India 🇮🇳 on 24 August 2022
3671,5.0,So sad,Soo sad to buy the phone,Reviewed in India 🇮🇳 on 30 August 2022
3672,4.0,1 star is not given because of poor call recording feature,Never been disappointed yet .good product  but call recording system is poor as it will announce to the opposite person that call is being recorded,Reviewed in India 🇮🇳 on 14 April 2022
3673,3.0,OnePlus nord ce2 lite,Camera clarity is not much as I expected rest all good budget phone,Reviewed in India 🇮🇳 on 26 July 2022
3674,4.0,For that price nice,Product was nice sometime finger sensor was not recognising I brought  this product at mar14 up to know this is the problem. In future in case there upload if they clear it was awesome. Don't expect super camera from this.,Reviewed in India 🇮🇳 on 1 April 2022
3675,3.0,Finger scanner is not working as expected and battery backup is average remaining need to observe,Screen size and camera,Reviewed in India 🇮🇳 on 31 July 2022
3676,4.0,Value for money,Ordered this mobile with great enthusiasm and it dint let me down the expectations. Overall mobile is good. performance is awesome. Value to money. Only concern is they told it will charge completely in 15mins but it's not the case it takes a bit more than that. Other than that no other concerns about this product.,Reviewed in India 🇮🇳 on 25 February 2022
3677,5.0,Battery 🔋 life,"The media could not be loaded.
                



 Camera 📷 awesome",Reviewed in India 🇮🇳 on 17 September 2022
3678,5.0,Phone is good and thanks to Amazon for nice delivery.,Phone is nice with decent battery backup and quick charging.,Reviewed in India 🇮🇳 on 25 August 2022
3679,4.0,Every thing okay,I found one of major cons battery drain very faster when using and not in using.Camera good but it too much loading after capture.,Reviewed in India 🇮🇳 on 15 April 2022
3680,5.0,Nice cover,Nice cover,4 September 2022
3681,5.0,Very nice,,3 September 2022
3682,4.0,Quality bhi achcha hai,Bahut achcha hai,31 May 2022
3683,5.0,"Best mobile phone, I ❤ Amazon",All are good,1 September 2022
3684,4.0,Nice mobile,Nice,2 June 2022
3685,4.0,Need to improve the battery life,Battery  is the issue,27 May 2022
3686,4.0,Excellent lower midrange smartphone,"Excellent lower midrange smartphone with nice look and appropriate performance. Ordered for my colleague, he loves it.",8 May 2022
3687,4.0,Best phone in this segment,Best phone in this segment,27 May 2022
3688,5.0,GOOD TO USE,Yes good one,2 September 2022
3689,5.0,Best phone,Before i had a phone which was more pricey than this but the features which this phone has is awasome no complaints at all when i m getting the best phone in this cool budget why to go costly one who dont even have good camera nor battery life this phone gives me minimum 2 days battery life plus in 1hour phone get charged to 100%,14 June 2022
3690,5.0,Not to say anything,👍,3 September 2022
3691,5.0,Very nice phone,Nice,3 September 2022
3692,4.0,Amazing 😀 !!,smooth like a boss.,29 May 2022
3693,3.0,worst Proximity sensor.,"the proximity sensor is the worst. when I'm on a call the screen keeps turning on and off sometimes my cheeks hit some speaker or mute button.Really frustrating and no workaround is provided.fingerprint on the side activates when trying to hold the phone when walking.Descent phone for the price, but could have been better,",11 June 2022
3694,5.0,Very Nice handset,"Only phone is little heavy, otherwise it is a perfect handset, camera quality is awesome, battery last for more than 24 hours normal usage..if screen size was little less it would have been an an amazing thing",17 July 2022
3695,4.0,Not Best but Better in segment,When you compare with Samsung M52 with same price tag you feel incomplete for wide range and front camera. The size  could be better if it would be 6.5 inches.Overall handy and lightweight .,27 March 2022
3696,5.0,Best phone in 20k,"1 month of use, all ok, best phone, great battery give all most 1 day full use, best camera, best processor, no problem at all in any way,",27 July 2022
3697,5.0,Good product,Good product,3 September 2022
3698,4.0,All-rounder!,The media could not be loaded.,1 June 2022
3699,5.0,Best till now,,3 September 2022
3700,3.0,OK OK product,Quality totally compromised not more than value of 15 k,Reviewed in India 🇮🇳 on 26 July 2022
3701,2.0,Not Advisable,"Camera is not that great and its very normal, it will go on mute often while on calls. Sensor s sooo bad. Audio Quality is ok.",Reviewed in India 🇮🇳 on 25 October 2022
3702,5.0,amazing product,"the battery works for 2 days .camera quality is amazing,speedy charging,looks good and lightweight",Reviewed in India 🇮🇳 on 15 August 2022
3703,4.0,Amazon delivery is good only for Bangalore.,"Like, good",Reviewed in India 🇮🇳 on 3 June 2022
3704,5.0,Paise wasool phone,All are good functional,Reviewed in India 🇮🇳 on 29 August 2022
3705,3.0,Camera quality is not good,It's not a one plus it's allready make a oppo plus..i don't like this one plus... camera quality is not good.. improve some camera quality,Reviewed in India 🇮🇳 on 14 July 2022
3706,5.0,Best option for MI and VIVO phones,Best in smartphones,Reviewed in India 🇮🇳 on 3 September 2022
3707,4.0,Good 👍 this range,Camera quality is poor,Reviewed in India 🇮🇳 on 26 May 2022
3708,5.0,Nice phone,Overall everything is ok okCamera result could be more better.Oneplus please work on camera,Reviewed in India 🇮🇳 on 14 August 2022
3709,5.0,Good for price,Writing after a month of usage. Overall all features are good and nothing negative to write about. Battery lasts a day with average use. Does not hang or slow with multiple apps open.camera is decent . Overall a nice phone for the price,Reviewed in India 🇮🇳 on 10 July 2022
